id,raw
HNKJXFBFAB,The hose/piping in this kit was absolutely awful unless it was being run in a straight line otherwise it immediately unraveled. It was pretty unfortunate. And then trying to find the replacement piping is next to impossible as well....
N4PG3GTBGD,"Easy to install , fits perfectly"
USRVTDSZPU,The pipe tube is barely usable and come apart when you try to stretch it.very cheap product and not worth the price. Really disappointed in the quality of the product.
HWIUWMQVCJ,"Flexible pipe is a bit lacking in quality, and screws do not account for the amount of depth needed for application. Otherwise, no complaints."
XJVOHAST7N,just what we needed
O0CE4GBAPJ,Junk
VB39X9F3S7,Not the right in take for my buro wood stove
WU3WEHVL4L,"The quality of the parts is great with the exception of the expandable 2 inch tube. It says they will expand to 4 feet (2 feet each) but that is not the case. At best each one will expand to about 12 - 14 inches and if you try to really stretch it they will pull right apart and will be junk. (yes I did that). So if you need to go more than say 2 feet I would order a separate tube. Even if you only need 2 feet you will still need to order a coupling to piece the 2 together, or I guess you could use some type of duct tape. That being said every other part is really good quality, nice thick black powder coat on all of it. Should last the life of the stove."
Z9Z35YEBHC,waste of your money do not buy
5BYNGCUVKU,Did not fit stove. $5 worth of parts for $60.   What a rip-off
PPCFORUQWJ,This is junk-don't recomend it to anyone-do not waste your money.
JQFOMUUGSE,"Everything seems to work as intended, bought as a present for my father to use with his wood furnace and mom has said it is kept the house much cleaner by limiting the amount of loose ash throughout the house"
VWGVHQ6RQX,"There aren't very many products that fall into this category and this vacuum seemed like it was in the top 50% when compared against similar products. Upon receiving the vacuum I noticed that the motor and canister are solidly constructed (probably a good thing if you're going to risk picking up hot ashes) but that other parts of the vacuum could use improvement. It does do an exceptional job of catching all of the ash and preventing it from getting out into the room.
I do think that the hose is a tad on the cheap side. I've only had it several weeks and the foam gasket on the canister end is already coming out. I also had trouble getting good suction even after a single use. I suspected that this was because I was vacuuming cottonwood ash up, but cleaning the filter didn't alleviate the problem. Finally I noticed that the hose was the issue and that it was clogging up. If you keep the hose clean it performs well but having to knock the hose out doesn't seem to benefit the foam gasket mentioned above.
The dual filters on this vacuum are easy to clean and do a great job of preventing any ash particles from getting into the air. I've also sucked up hot ashes accidentally on a few occasions and the filters don't seem to be harmed by this either.
Overall, I anticipate that this vacuum is going to last a long time and is going to be able to do what it is designed for. I was un-impressed by the amount of cleaning/maintenance that is required to keep this vacuum working on a day to day basis."
U1PEY9HGJM,"I have a pellet stove and was using a small shop vac to suck up the ash what a mistake that was, there was ash everywhere it was on the furniture floor what a mess. I ordered this 6.6 GAL 2 HP Ash Vac and it does it's job. This ash vac does not have the strongest suction I've ever seen but it does do the job without leaving ash everywhere in the house. It suits my purpose just fine. Good for the money."
BJASEHW1LK,I have a pellet stove and I can barely jam the attachment into the dust pan and burner area to clean the pellet stove. This would be fine for a fireplace but it needs different attachments for pellet stove.
HUVTD4CYCC,The vacuum has minimal suction power. For ashes and fallen pellets I just expected something with a lot more power. There is ash remaining in the hose even when the can is not full. This should not be. Maybe look for a different one. But does have good filtration.
GNQJ1M3LDK,"I use this for a woodstove, I was trying to avoid shoveling the ashes at all because of the cloud of dust that this makes in the house. The vacuum works fair for what it is basically a 5 gallon bucket with a very fine filter to keep the ash out of the motor (and the room) and some protection in case any hot embers are sucked in.
My reason for the less than stellar rating is that the filter loads up and then it loses suction with only about 1-2 inches of ash in the bottom of the can. I have to take it out and dump it knock the ash off the fabric filter and then take it back in the house to try to get another inch or 2 of ash.
Note:*** this vacuum does a great job of NOT recirculating any ash into the room, it is really good at that.*****
I can see where it might be great for pellet stoves as they don't make as much debris."
HDPGTXWI7A,We have had a wood burning insert in our hearth for over 10 years. Cleaning the ash and other by products of a fireplace have been difficult to say the least. When I found this product I thought why not give it a try. I have been very happy with that decision. The vacuum handles the ashes very well without blowing dust etc throughout the house. Even if there is still some cinders in the ash the product is made of metal so I don't have to worry. I wish I had found this years ago.
LMJZN3YKAT,So far so good. Picks up the ash from my pellet stove easily. I haven't emptyed it yet since I just started using the stove 2 weeks ago. The vacuum is a bit noisy but works well
2OIFZVGD4K,"Decided to add a pellet stove to the house and learned quickly that needing is highly required. Looked over the reviews and specs for this vac. I have used it multiple times since installing the stove and it has yet to let me down. Great holding capacity, and easy clean out. Long enough cord to reach the stove from the outlet. Nozzle makes it a bit difficult to get around the fire pot but strong enough to pull the ash from the space."
PXXYMV6VF1,"Very little suction, my home upright vaccum hose attachment has better suction than this. It barely picks up ashes right at the end of the hose even with the crevice tool attached. I intend to return this if at all possible.

Great idea with poor execution by the manufacturer."
LZ2C1CHA68,"I bought this vacuum to safely clean my pellet stove and so far I have been very impressed with it. The vacuum has excellent suction and the filter prevents any dust from being released into the air. Its a little smaller than I expected, but it turned out to a good thing as its nice and compact and easy to move around. I would recommend this to anyone"
Q0Z4A6MATY,Shipping was fast to the store and the representative at the store was prompt and courteous when I went in to pick up my purchase.
TRQRQFIDZQ,the vacuum broke on the first use. The power switch did not activate the power. I returned it. Home Deport is a great about returns. I am a solid HD customer
DLRBPEUNEP,"Received the vacuum today and tried it out on both my wood stove and pellet stove. The canister is well made heavy steel and the hose and two suction fittings are adequate. Wile it is safer than my shop vac, it lacks overall. The problem is that it has really weak suction. I had to brush the ashes right up to the tool to get it to suck up everything. It doesn't have enough power to suck unburnt wood pellets . The pellets would go a few inches into the hose and then fall back out. The double filter system does prevent the fine ash from blowing back out if only it had a bit more oomph to take care of heavier ash. I am debating whether to send it back. For the cost of a week's groceries I should have bought the groceries."
LTTDPYFIYL,"The unit is a small round drum and the primary filter has to be stretched over the open top. The filter did not fit well and duct tape had to be used to keep it place! For the cost it is inexcusable to supply such a poorly made filter or at least include a role of tape. Unit performed ok thanks to the tape. Also the instructions recommends the secondary filter be replaced when need, but no information about how to reorder was included."
XJUAYPJQXC,Bought this item on 10/08/12 and it has already quit working. Filter is poor quality Anything that works 5 months is junk and I can certainly see why Home Depot allows you to only return it within 90 days when it carries a years warranty.
FP0BWK9IRG,this product is the exact same as the ASHVAC (SM) except is 25% more in price. It works ok but not for my pellet stove which has more crevices then maybe others. Ok suction. Good attachements. Definately does not get any dust in the house.
OYHQZMQUIW,"I highly recommend this product !!
Delivers just what it advertises !!

two thumbs up !"
DO1NALMKMI,"This vac has less power than we expected and there is an unpleasant odor emission. We wish we'd spent more money and bought a HEPA-equipped vac. On the good side, the ash container is huge and does not have to be emptied often. It's light and easy to carry to the pellet stove."
MV7IRPIRCE,"I Recommend cleaning it after each use
I have been using it weekly to clean my pellet stove"
CTNRAERPQV,"I bought this vacuum to safely clean my pellet stove and so far I have been very impressed with it. The vacuum has excellent suction and the filter prevents any dust from being released into the air. Its a little smaller than I expected, but it turned out to a good thing as its nice and compact and easy to move around. I would recommend this to anyone"
WMHB1KCBWU,Shipping was fast to the store and the representative at the store was prompt and courteous when I went in to pick up my purchase.
YYJQWRTVCS,the vacuum broke on the first use. The power switch did not activate the power. I returned it. Home Deport is a great about returns. I am a solid HD customer
QQ0KVP0O8F,"Received the vacuum today and tried it out on both my wood stove and pellet stove. The canister is well made heavy steel and the hose and two suction fittings are adequate. Wile it is safer than my shop vac, it lacks overall. The problem is that it has really weak suction. I had to brush the ashes right up to the tool to get it to suck up everything. It doesn't have enough power to suck unburnt wood pellets . The pellets would go a few inches into the hose and then fall back out. The double filter system does prevent the fine ash from blowing back out if only it had a bit more oomph to take care of heavier ash. I am debating whether to send it back. For the cost of a week's groceries I should have bought the groceries."
HLXRZ5HRIC,"The unit is a small round drum and the primary filter has to be stretched over the open top. The filter did not fit well and duct tape had to be used to keep it place! For the cost it is inexcusable to supply such a poorly made filter or at least include a role of tape. Unit performed ok thanks to the tape. Also the instructions recommends the secondary filter be replaced when need, but no information about how to reorder was included."
TGFAPITVYU,Bought this item on 10/08/12 and it has already quit working. Filter is poor quality Anything that works 5 months is junk and I can certainly see why Home Depot allows you to only return it within 90 days when it carries a years warranty.
WDN4GFSEDN,this product is the exact same as the ASHVAC (SM) except is 25% more in price. It works ok but not for my pellet stove which has more crevices then maybe others. Ok suction. Good attachements. Definately does not get any dust in the house.
XKTTNUV0DI,"I highly recommend this product !!
Delivers just what it advertises !!

two thumbs up !"
BPMGR0UGLL,"This vac has less power than we expected and there is an unpleasant odor emission. We wish we'd spent more money and bought a HEPA-equipped vac. On the good side, the ash container is huge and does not have to be emptied often. It's light and easy to carry to the pellet stove."
AN1G3F5DM3,"I Recommend cleaning it after each use
I have been using it weekly to clean my pellet stove"
UWQFCYESPK,I use it every day and would buy another one if I had to.
GV4TILLKPW,Purchased to clean pellet stove. It does a good job. No ash seems to escape into air. The suction is adequate to pick up pellet ash. It was much lower priced than other models I had found. Based on price I would recommend this product.
NHWESTJ9NY,"Have used it several time works great. Keeps the soot
well inside the vacuum, have only dumped it once but
was not hard to dump. I'm well pleased."
CCVMBVMVUY,I had a problem with ash dust when cleaning my wood stove. I purchased this vac. now when i'm cleaning the stove my wife holds the vac hose over the ask bucket as i'm placing the ash in the bucket and it pulls in all of the ash dust. This is an excellent product.
FBSPHJMGGT,"The vacuum works as it says it would.
We are going to create a wire screen on the end of the hose to keep it from vacuuming up the the chunks, which is not designed to anyways...that way it can get all of the ash which is the main reason we puchased this item. And it is doing a much better job than our little hand held vacuum."
VXTTGCLBCV,This is the second ash vacuum we've had and this one is much better than the first more expensive one and doesn't need a bag to collect/ hold the ash. It is less than half the price and works just as good cleaning up the ash from our pellet stove.
XLUGZKTOJH,I have used the vacuum twice on my wood burning stove. It does an excellent job cleaning out the ashes and does not have any dust or dirt that comes out. The filter works well.
VA2CDYCTOP,Being a retired Maint. Engineer I will give this vac. a 5 star rating. I also worked on BIG boilers most of my life so I will also recommend you clean the Vac. after each use.
ULR62KBQRM,"So far, I'm pleased with the way this vacuum has performed. It doesn't have the strongest suction, but it works well in removing the pellet ash from my stove. The wand makes it easy to get into the smaller areas of the stove and there's no dust coming from the exhaust. This ash vacuum has cut my cleanup time in half."
YHLOIU54SM,JUST NOT ENOUGH STRONG SUCTION. SUCTION GREAT AFTER YOU EMPTY CONTAINER WHEN 1/8 FILLED AND YOU CLEAN FILTER AND TRY AGAIN
AZ7KLTNGZE,This product does everything it is suppose to. Its also quieter than my shop vacuum. It retains suction throughout cleaning my pellet stove even after many cleanings
QBQ8GBD0DN,This is a good ash vac. Quick delivery and packaged well. I wish the replacement filters were easier to find. I wish all of attachments were metal also. I still recommend this item.
GGAZFQ9R6D,seems to work good.only used once but did all all that the company said it would.should be built so that all standard options would fit it.
OE95RSEHBR,"Only used it once so far. It did a good job removing warm embers and was pretty quite for a vacuum. I'd recommend it.

Product shipped quickly."
Q0YVMLX4EN,"The vacuum is small so it sits nicely by the stove, and it does a great job getting the ashes. No plugging up and cleaner air."
OEWOXS4S1K,"This is a great vac! I can see how some people would complain that it doesn't pick up large pieces of ash. This probably would not work too well for a fireplace because of the way it is built. I bought it for my Pellet stove and I couldn't be happier! It suck all the ash and unburnt pellets right up with ease. I clean my stove just about every day and I can use this for 3 weeks straight without emptying it or cleaning the filter, the suction is still fine. It's not loud either, about the same as a household vacuum. I was on the verge of spending $240 for the ""top of the line"" ash vac and I'm glad I saved my money and bought this one.

The only complaint about the vac is I wish it had more accessories, or the option to buy a pellet stove accessory kit. Although what I did was go to the local Home Depot and got parts out of the plumbing dept. and made myself a rubber hose accessory and a brush accessory and now I can get into every nook and cranny of my pellet stove. The storage is great too, I just wrap it up and tuck it away in the corner."
CBGGKB5OZT,"I was looking to purchase a vacuum for my fireplace. I have built in's above it that were always full of ash dust when I was done cleaning. This handy little vacum does the job.
The suction is not like a big shop vac but it picks up all the ash (powder) without leaving dust anywhere in my living room. Holds a lot also. We only empty it after we clean up about the third cleaning. Very good Product and can't beat the cost."
MDCHBX6OPM,Love the fact that clean out of vac is long term periodical and clean and simple
BD6B1ZJ6HB,"My only complaint with the vacuum is it clogs very easily if there are any coals larger that about 3/4 inch in size. If your woodstove or insert burns very hot and leaves nothing but fine ash behind, this vacuum should work very well for you. However, if like me you try to burn your stove/insert on the cool side for efficiency and longevity, I would stick with the old fashioned cleaning method of shovel and bucket."
S9O8HGBFMQ,Real pleased - worth the money and all the hassle cleaning!
NOSPFITBSE,Had fan limit like I hoped it would.
JNYU76R0EC,It works great our upstairs is do much warmer than it was
IMWYSTUVNM,I would recommend this product. It was easy to instal and works great
D2ZQLC6OYY,if every online trans was this perfect ? exactly the item i ordered and fast shipping
RIXPACA7XLOCU,One of the bricks in one of the boxes was broken.The only option given was to return the entire box.
R20CHF0V00BWZK,"they look extraordinary , warmth, excellent termination"
RKWJLL5GWFZGU,"Loved the idea. Spent the money on the drum, the lid, the clasp. Literally just finished tightening the last nut and went to put the door on.Hinge broke. No word from customer service yet but not pleased.I hope they make this right and send a door I can use.Otherwise I’m out the $150 I’ve put into this project so far.Disappointing"
R1SZ5H64ZB7B0N,"This was heavier than I expected and slightly smaller than our clean out door hole, but we made it work and it looks awesome."
R3PZ8JYMAA9AF9,I used this product for my Wonder Coal stove that was given to me but I had to buy new parts for it and Amazon had what I was looking for at a reasonable price...
R222YWY64KZ7S2,Cute and easy to keep clean. Suggest multiple coats of hi temp flat black spraypaint prior to use. No rust yet
R1HVDPJVEA17HW,"First part arrived broken, so I ordered a replacement. Second part also arrived broken. No option for a replacement the second time. Very dissapointed."
R3EAXWBEO1XQZH,"3 star review because the stove is the perfect size. The lack of the other 2 stars is because of a stripped out thumb screw on one of the legs, stove pipes and legs were not debured and are very sharp and the chintzy hinge and door clasp design. I would still recommend this stove due to the price compared to other brands and it is a great size, however you’re still gonna spend about 200 bucks and have a product that needs a little TLC straight out of the box. Defiantly not American made"
R2YRRFXRQ2HNZU,"Fan is weak, you can barely feel it moving air through the pipes. It makes a lot of noise when it first starts up."
RYQZR0OUV9PAB,fast service and good price.
R3QBEZD17JXG3,Exactly as advertisedQuick shippingVery satisfiedLooking forward to a toasty winter
R1TVZACCK3IMDZ,"They are a firebrick. For a wood stove, they work. Nothing really special about them. These last me 2 or 3 years in a Drolet Tundra wood furnace, which is run hard every winter in the northeast. Many times in the past, I've had to return boxes of brick that were broken.HOWEVER, the packaging on these is SUPERB! I ordered 6 packages and they arrived in 2 long heavy boxes. Each 6-pack is in a fitted foam HARD cardboard box. If you are getting broken bricks with this type of packaging, your delivery service must be driving over them or something."
R37BYS3X1HQL3X,"These arrived just as expected and were easy to install. I used mortar to cement them in place.After allowing the mortar two days to dry I lit a fire in the stove.Later, I was very surprised to find one of the bricks had cracked.I'm not sure if I did something wrong or if they are simply going to crack due to normal wood stove temperatures.The cracked brick is still functional, so I'll do an update in a few months."
R274OL6ZPJUVGG,"good replacement bricks for most wood stoves . you need to check size to be sure they fit ,you can rent a med tile saw to cut custom sizes . we lost 1/3 of them to breakage so you may want to increase order by 1/3 , but they will replace any broken ones if you return them ,they come in manufacture package and are repacked to ship out .extra packing material will help to reduce brakage"
R392WEOFB935JA,excellent very happy
R16VMJCKLZYTIB,Fast delivery and even faster customer service replies
R1NXK4L5I165YI,6 blocks came not 18.There are supposed to be 18.There are 6 in this box.
R5ZLAWFRFX9W3,My Likes good price easy to assemble does the job. My dislikes door is a bit sloppy on the frame as is draft controller and draft controller is a bitsmaller than I would prefer
R3TLJS5GCYU4QZ,Fit and finish is very poor. I had to file a bunch of metal off the hinges. The door doesn't close all that great because the lip was ground too small at the factory.
R15GJ30HZUJCSD,Good door rest is junk
R3ULBHK4PO9GSL,Easy Install
R24028SIIHPFVR,"Did the job, good fit"
R2SELKU8RJ1SRI,"Product was as described, worked perfectly."
R2QLRE3JVM8VAN,Fit perfectly in our new outdoor fire pit! And shipped quickly too!
R1F0OSNOX217EW,I have two of these now .they are the best pellet stove out there
R3VV8JGDOID6B9,Absolute Junk!! Complete Garbage!! Absolute trash!!These are the biggest waste of money ever. I cannot even begin to express how upset I am with this purchase and that I wasted the money. These things melt like plastic from only minor heat. They lasted almost an hour before being completely trashed.Total s*&t!!
R2XOU7N7BNN8L4,"this thing does work, with slight modifications. i went and bout exsusast tailpipe "" Y"" and put it on the top of the pipe without the section with the guard on it. MAN, once it got hot, it took off !"
R38ZSSEAT9IB0S,"LIKE ANY STOVE YOU NEED TO HAVE A BURN IN IT FOR AT LEAST 4 HOURS.WITH PIPES ATTACHED ASWELL.THAN AFTER THE BURN TAKE PIPES DOW.N.CHECK STOVE FLR LEAKS.WARPING ALL,WHEN ITS DOING THE BURN.IT WORKSWELL IN TENTS MADE FOR CAMP STOVES,HUNTINGSHACKS,SMALL CABINS,PUTS OUT TNE HEAT YOU CAN WZRM OTHER LOGS ON SIDE IF THERE WET.HANG SMALL ITEMS LIKE TOWEL,WASH CLOTH.ON SIDE.EASY TO SET UP.YOU CAN ADD OR MAKE STURDER LEGS.THIS DOES IT FOR CAMPING HUNTING THE OUTDOOR LIFE."
R3FETPZNL6AY4G,"This chimney clean out door is a good steel quality. Jus to protect from rust I applied two coats of a stop rust spray painting and looks very nice. To attach it we had a problem in fixing it with the screws, so how it fitted tight and perfectly to the opening we have, we just filled all around with a clear silicone and it worked perfectly. I also want to add that even if the door does not have a latch to close it, it still closes well."
R3TT9X5QGBMV33,Great fit works perfectly.
R2TYYG1NFW6HUS,"Very durable,nice look."
R31KAOGWCXKRBF,"We bought this to make our own wood boiler to heat the pool. all the parts came in, perfect condition, easy to assemble."
R1WY0HHTWJJ2CN,It worked great for about 2 months then started making an awful noise.After that it stopped working all together.Do not waste your money on it.
R1AGMBA9PQ32HT,Not very thick my kid dropped it and it broke the corner
R3OCX5O7A1911M,These bricks worked perfectly.
R1F1JZWZ7O0BCL,"I want to updatethis review after received the the replacement order, this was very fast delivery and this time worked very well,Quality is very good !"
R39MVSL2JSPNHN,👍
R1C1M2B6B1J66W,Really well made and easy to install with concrete anchor bolts.
R1QD0AQZESBA81,Fit was perfect workef
R149RFLQW4RRE7,Great fit
R106QRF4R5N5VN,"No door gaskit,no door bolts no flow screws. Waste of money"
R18D7ZCI4TO6FM,"I love this item, it is the perfect size for my woodstove and I love the design of the chicken.Very sweet item."
RBJGSSLTN647Y,"Its excellent product, my brother highly recommends buying again! (They were part of his gift)"
R16690MFMJUAMF,Used 1 week and a brick cracked in half because it was against a very small single burner forge unreal
R3V4LYSVD7JNY8,Worst stove ever bought.No air flow.Bad design.Pisses me off is this stove is discontinued.Why didn't they tell me that before I bought it?I bought this stove because of another stove they made is discontinued and can't get parts.Unhappy customer.
RHYPJBKYNBG6M,"There is a 1/4 inch gap between frame, and door.Air, bugs, whatever can easily pass from inside chimney to basement.I do NOT recommend this product.I used black permatex silicone to seal.I feel this product is junk."
R170HJL7UM7DS0,Much heavier then explained.
R1JABNRMSRQ7BQ,I just stacked them on end in a square patter and put a briquette grill Over the top to elevate them towards my grill surface of my fire pit.Packed well for shipping but cost was a bit much.
R2Z131RJJURKBT,"This is a great little stove, 18” long and chimney pipe is 2”I’ve included pictures next to a 5 gallon bucket for size references"
R385BLVXQ3JOHW,Exactly how they described it and works great. No real handle for the door but works just fine for the money I purchased it for.
R22VYYE3BEEO1V,I love the steamer! It’s very cute for a country themed house. Have had a little bit of issue with it rusting on the inside edge.Overall I give it five stars!
R1DGL5CDIZ7MVQ,"I would have given this a much higher, 5 star, review but it was missing the screws to hold the door on. I would have returned and bought a different one but I needed as a repair for closing the sale of my house."
R4X655X05HPZD,Fit exactly as described
R4U5LQ10UHUAW,Put it in my shop have had that thing hot and it’s still together
R2OWOGVNVPIP2T,"I really wanted this item for a long time and I finally ordered it, unfortunately it looks nothing like the photos. The casting is extremely poor, so poor you cannot even tell it is a chicken. I ordered a replacement hoping maybe I just got a bad one but the next one was more poorly cast than the first. Total bummer. I am returning both because putting one on my pellet stove would just make me mad every time I walked by it."
R2TB9TN5P7X8EB,Works good
R35TIV4QG7W3RS,We were happy to find this for chimney clean out in our basement after original had broken. Brought with recommended black chalking.Worked out well
R9BTVITN62Z51,"Light, clean, effective, and easy to handle."
R30VA0P257EAC3,"So, wanted to write this with pictures as there is some back and forth with this for a 30 gal drum.Works perfect, just use the bottom of the drumFor the flue collar, it is rounded more for a 55 gallon drum but works just fine.What I did was add some Rope gasket under the collar.Basically added some gasket cement first between the opening and bolt holes.Then added the gasket on that and some additional cement on top of the gasket.Made a good seal.Also I used 5in pipe so used 6 to 5 (no crimp) adapter.I added a 12""x24"" piece of 20ga steel to the bottom (just for added support since I don't use a grate but I do add an inch of dirt)"
R2M6FJI5TXTOJW,Works great
R1ANL95CDZ20S5,Good
R2CD1Y7E5ULB80,"I have a 25 plus year wood stove that I have never changed the Bricks.it is a high quality stove and I use it LOTS, sole source of heat in my 2k sf home.the original bricks were made in Canada as they are embossed with Canada on them.these bricks are all cracked to the point I thought it is a good time to change them, especially seeing the cost of the replacement bricks being what I consider a reasonable price.the new replacement bricks are significantly lighter, less dense, noticeably lighter than the original.I had to notch the top of the new bricks to fit under a lip that holds them in place in the stove.I knew I would have to notch them when I bought them.they were easily notched with a hand held rotary grinder.one brick cracked in half no where near the point I was grinding, not a big deal. I also had to cut one in width and it cut without problem, so I am not sure why the other split for no good reason on my part.my only concern is the much less dense construction of the bricks.as this is July I will not be using the stove for a few months to determine how they perform, and how they will hold up.not sure where these bricks are made as there is no indication with the product.they did replace the old bricks, fit in fine, were the exact same size as the old bricks, the size specified in product description.my questions are :""where are these bricks made?"" and ""how will the density effect performance?"" and ""how will they hold up?""time will tell.I would have rated the product higher if the bricks had been the same density as the original. the new bricks are very porous, the original bricks dense and smooth.the less dense construction leaves me thinking they will not hold up as well as the original, and only hope they provide a safe and effective liner for the stove."
R11BFD6G1YZH3,"Seemly like its made well, we have yet to install it and fire it up. We will play it safe and line the door. Will up date later on performance....."
R1LFP45MBNAZC8,Great for custom fire pit.
R1K1J4JSZS7HGN,"Recieved badly damaged both box and stove. Looks like maybe it washit by fork truck, it cracked the front where the door would attach. Will be returning stove and just get a refund not a replacement."
R1615ERGNWVW3I,"5 of 6 bricks were fine, 6th one was broke in half and a corner broke off too. Box was not damaged in shipping either."
R24LB9T1KV86V1,"Solid cast iron product.Just installed yesterday under small rain. The screw head has slight rust over night.I believe it is normal. I just have to apply some black heat paint later. No issue. No more open fire and no more complaint from fire department. This kit transform a dull barrel drum into a nice looking energy saving stove / heater / fire pit. If the price could be $35, it will he five stars."
R284PTK0NKWL8L,Great all around
R2ADDU944KGQKZ,buy when you can
RRM842TZ5EKOK,have not put togather yet but looks fine
R1VQH950QX7WKZ,This is very nice we love it
RNF5MN8B32OA4,"Fit right into the chimney opening.I did have to drill a hole on each side using a masonry bit.I used 2 concrete anchors which were a little awkward to install since the power drill or screw driver would not fit into the 8"" hole.Was able to get a good grip.I used PL Max premium sealant around the edges although I won't know how it holds up through the chimney use until winter time.About a 20 minute project."
RDBKY730H279S,"Loved how bricks were packaged, show foresight."
RBUK87QNT8NUU,great pro
R2HWU0JG2D6JEX,Total waste of money.Does not at all function like a proper wood stove should.
R2DSRWI3RZIOPG,perfect fit and works good.
RH37TIZDUB7W4,The package was excellent there were six brick per box and each box had very good insulation around thebrick to protect them . Not one brick was broken very nice.
RLRZC4A0WISO9,"It’s Sturdy and a good value. I would have given a five all around, but it does require chipping off some of the old mortar before installing. It’s a good idea to buy a concrete chipper and the dap mortar caulking that is suggested by the amazon prime app."
R1M2A225OM90LW,Not used for forging they melt
R2BYCMDPGXXCP9,"Okay, right off the bat, when I tried to start a fire in the camp stove the fire did not light, it always smothered out. So I had to stop and think, ""how do I light my charcoal bbq pit?"" So I looked at my bbq pit and realized that the stove doesn't have enough ventilation. So I drilled 5 holes in the back of the camp stove and it fixed the issue. Fire is roaring and I can keep feeding wood in it as long as I want to and it never goes out again unless I put it out. Idea's that work! Add a little black touch up paint and you are good to go. I have it 4 stars because I had to drill 5 wholes in it to get it to work."
RRP5HH9PC0BD7,I needed something to hold the foil on the bottom of my oven. These did the job.
R20UK12IGSZUJ,"Use these in my smelter.. My steel crucible turns red hot, so I'm probably just below ≈2500F. Bricks line the bottom.. No breaks after much, heavy usage. Great purchase."
R2O1BMSVWRH2YO,Sent back. It came broken.
R362S3M6VR2P51,"Very good quality and as described. I removed a very old, rusted clean out door (see last picture) and had no issues installing this. I decided to give it an extra coat of rust retardant black paint (see two pictures prior to installation - first is how it looks out of the package,second is after painting) to increase longevity and then installed it with a set of concrete screws (pre-drilled) and industrial adhesive. I noticed that some people stated the door didn’t close tightly and didn’t have a latch; I didn’t find that issue - though the latch is a simple gravity notch latch, it holds reasonably well. The door isn’t meant to be a sealed tight, so I found the very slight gap more than reasonable for the purpose."
R22W05ZBYC384X,The pipe on the stove was very small and it clogged with soot very easily (like the first night we used it). The clogging lead to it being super Smokey in our tent.
R2Y8DJ8WE254H2,"Created my drum wood stove 2 years ago and used it for 2 winters. The hardware has held up, but not the paint which is not surprising considering the heat. Nothing a little High Temp BBQ paint won't fix.My one comment:The vent supplied does not allow nearly enough air into the stove when starting up a fire. Even adding my own vent in the bung port on the drum is not enough when starting a fire. I do not like leaving the door open and walking away so my solution was to add a second position to the door latch to allow more airflow when starting up the woodstove. Woks Great!"
R2VXU3ECEFJ5EY,Nice quality.
R2SYFWJW2UJ6AH,"Perfect fit into the 8"" tube."
RMXPG57EHBB7X,Door latching was made poorly.Measurements are off so when the door is closed it is crooked and leaves a solid 3/16 inch gap around the door.Ordered a replacement just in case.Same thing.Product not useable based on defect.Shipping is super quick but not really helpful since product is defective.
RRJU5GKQVZENU,"Looks OK, the connection at the top wasn't close to being what it should be. Paint burnt off with first use so I'll have to repaint."
RZVAHIQ4X20KO,"Packed well, but they shouldn't be referred to as ""fire bricks"". They are just bricks and when put in the fire they get discolored, split,and melt... yes... melt.I honestly didn't know a brick could melt. They also break easily."
R2Z99HLHLN3JN4,"I used these to replace the firebrick in my gas forge I use for knife making. My old bricks lasted 3 years and only had to be replaced because the flux used in making forge welds degraded the brick over time. These were very light, grey in color, and very porous like concrete paver stones. They melted in than 30 minutes in my forge."
R3JGK3R2OGSXRS,This item came packed very well. No breakage at all. I have used them multiple times to line the bottom of my smoker. It allows me to keep the coals which helps with relighting wood as opposed to putting it on a raised rack.
R71J4PDH57EOY,Worked perfectly for the wonder coal stove of my mother's.Yeah.
R2Y4K9RIFZODJR, Stove is awesome would buy 50 if I could so easy to set up and burns great I got the14 would definitely recommend the 18 for cutting convenience it keeps my tent at about 70 degrees in 25 degree temps
R1S30I89NTUKCZ,"Great Idea, very poor construction. Hopper box not square, corners of lid split, almost no temp control due to misalignment of holes for damper, do to the misalignment the holes are never fully closed or open. When I contacted the manufacture I was told to call back in a month. I have the ability to address these issues but shouldn't have to."
R2QZUXS5BMBMSE,No cheap welds or materials here.The product came looking just as described.Weighty feel with good welds.Used it for half the season and no wear yet.
R3G131PF7VACJ6,Propane forge.Not that hot.Melted.I'd have a hard time trusting these in any mission critical application.
R3KZD70PL5S9DE,"This will last a lot longer than the usual steel barrel.I drilled all of the holes out to 1/4 and bought bags of 1/4bolts for assembly.I slid a heavy steel water tank inside of the steel barrel to act as a burn box.It has been burning fine for 6 years.I have the double barrel setup and capturetwice as much heat.the upper barrel will last a very, verylong time."
R1ONSFGHA4ZB3X,"Cannot keep a fire going in this stove. It goes out whenever I close the door even if the vent is wide open, and if I open the door the smoke backdrafts into the tent instead of going out the stove pipe. The fact that the stove pipe is off center, and is only 2 inches in diameter I think is the culprit. If they fixed these things I think it would work."
R27IU35TIWG2IS,"Looks great, easy to install & rock solid."
